Period,Company Name,company contact,company email,company phone,Address,City,State,Postcode,Industry,Industry descr,Company Type,Current fulltime,Job created,Job retain,Effective Date,Total Savings,Savings from beginning receiving benefits,Gas Savings,Cogen savings,Electric Savings,Borough,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020)
FY2022,"Foster Reeve & Associates, Inc.",Foster Reeve,creilly@fraplaster.com,7186090090,1155 Manhattan Avenue #1011,Brookyn,NY,11222,Manufacturing,"Mfg. of Plaster, Molding",Tenant,38,,,06/02/2010,"6,023.2","60,555.67",0,0,"6,023.2",BROOKLYN,40.738113,-73.955453,301,33,3404803,3024720350,56302,BK0101
FY2022,Franke Gottsegen & Cox Architect.,Erika Franke,studio@unionstreetstudiollc.com,718596,78 Union Street,Brooklyn,NY,11231,Commercial,Architecture Design Co.,ICIP,5,,,07/10/2014,"1,531.72","11,263.77",0,0,"1,531.72",BROOKLYN,40.684708,-74.004183,306,39,3004377,3003410016,51,BK0601
FY2022,"FRED GELLER ELECTRICAL, INC.",Oleg Samilenko,,7183503900,54-15 38TH AVE./37-32 55TH ST.,QUEENS,NY,11377,Commercial,Electrical contractor,ICIP,360,,,05/15/2012,"8,481.52","117,120.41",0,0,"8,481.52",,,,,,,,,
FY2022,FRESH DIRECT LLC,JOE LACY,gbennett@freshdirect.com,2128222203,23-30 BORDEN AVENUE,Queens,NY,11101,Manufacturing,MFG. PERIS. FOOD,ICIP,200,,,10/05/2010,"18,686.73","477,928.16",0,0,"18,686.73",QUEENS,40.739918,-73.947213,402,26,4000000,4000680038,104,QN0201
FY2022,FRESH DIRECT LLC,JOE LACY,gbennett@freshdirect.com,2128222203,23-30 BORDEN AVENUE,Queens,NY,11101,Manufacturing,MFG. PERIS. FOOD,IDA,"2,565",,,08/08/2017,"325,109.91","2,557,493.67",0,0,"325,109.91",QUEENS,40.739918,-73.947213,402,26,4000000,4000680038,104,QN0201
FY2022,"Fundraise Up, Inc",Roger Aguiar,roger@fundraiseup.com,3473784920,"219 36th St, Bldg 3, 4th Fl, Ste A100",Brooklyn,NY,11232,Commercial,Process online donations,Tenant,22,,,08/31/2021,"5,949.17","9,456.31",0,0,"5,949.17",BROOKLYN,40.656077,-74.007331,307,38,3345565,3006910001,1802,BK0702
FY2022,"G & G Manhattan Fruitier, Inc.",Jehv  Gold,jgold@manhattanfruitier.com,2126860404,48-09 34th Queens NY,Long Island City,NY,11101,Wholesale/Warehouse/Distribution,Fresh Fruits & Vegitables Novelties,Relocator,15,,,08/04/2017,"1,794.46","8,838.09",0,0,"1,794.46",,,,,,,,,
FY2022,Gabrielli Truck Sales Ltd,Paul Avvento,pavvento@gabriellitruck.com,7189777348,880 South Oyster Bay Rd,Hicksville,NY,11891,Commercial,truck repair and parts service for businesses,IDA,8,,,08/13/2020,"30,547.33","71,555.07",0,0,"30,547.33",,,,,,,,,
FY2022,gCreate LLC,Anna Lee,anna@gcreate.com,7188528418,"141 Flushing Ave, Bldg 77, Ste 605",Brooklyn,NY,11205,Manufacturing,mfg and distribute 3D printers,Tenant,5,,,04/19/2019,"2,331.19","8,391.57",0,0,"2,331.19",BROOKLYN,40.697858,-73.970987,302,33,3335143,3020230001,543,BK0261
FY2022,Global Container Terminal (GCT) New York LP,Thomas Fallon,tfallon@globalterminals.com,7185681714,300 Western Ave,Staten Island,NY,10303,Commercial,"Container Terminal, transportation & warehousing",IDA,292,,,01/04/2018,"337,412.05","1,722,023.81","13,854.29",0,"323,557.76",STATEN IS,40.633645,-74.182637,501,49,5000000,5014100250,323,SI0107
FY2022,"Globus Cork, Inc.",Jennifer Biscoe,info@corkfloor.com,7187427264,"141 Flushing Ave, Bldg 77, #604",Brooklyn,NY,11025,Manufacturing,Manufacturer of color tiles,Tenant,8,,,07/19/2019,"2,484.98","8,628.33",0,0,"2,484.98",,,,,,,,,
FY2022,Goldstein Capital Corp,Paul Goldstein,paulg@goldsteincapital.com,2127507450,"43-01 22nd Street, Suite 516",Queens,NY,11101,Commercial,investment advisory,Relocator,5,,,10/30/2018,873.7,"3,262.16",0,0,873.7,QUEENS,40.750081,-73.944744,402,26,4005194,4004400008,1903,QN0201
FY2022,Gotham Greens Gowanus LLC,Viraj Puri,legal@gothamgreens.com,3477991100,190-220 Third Street,Brooklyn,NY,11215,Manufacturing,Hydroponic greenhouse,Tenant,33,,,08/08/2014,"117,326.4","716,895.85","8,304.49",0,"109,021.91",BROOKLYN,40.675749,-73.989415,306,39,3000000,3009780023,11901,BK0601
FY2022,Gotham Sake LLC,Brian Polen,brian@brooklynkura.com,3477661601,"68 34th St, Bldg 6, Units 6-1-B24 & 6-1-B22",Brooklyn,NY,11232,Manufacturing,Manufacture Sake for Distribution,Tenant,4,,,05/03/2021,"6,327.43","11,472.31",0,0,"6,327.43",,,,,,,,,
FY2022,GOTHAM SEAFOOD CORP.,John McGuire,macsfish@gmail.com,2122689169,542 WEST 29TH STREET,New York,NY,10001,Manufacturing,MFG. FISH,IDA,70,,,07/05/2017,"22,802.19","96,073.68",0,0,"22,802.19",MANHATTAN,40.752098,-74.002999,104,3,1012437,1007000057,9902,MN0401
FY2022,Graf & Lewent Architects LLP,Howard Graf,h.graf@glarchiects.com,7186516200,90-28 11st Street,Jamaica,NY,11432,Commercial,Provider of architectural services,ICIP,42,,,02/18/2013,"2,762.99","19,570.46",0,0,"2,762.99",,,,,,,,,
FY2022,Graham Windham Organization,Francis XSpain,BonillaC@graham-windham.org,2125296445,423-429 West 127th Street,New York,NY,10027,Wholesale/Warehouse/Distribution,,Tenant,24,,,10/09/2012,"2,889.89","36,171.71",0,0,"2,889.89",MANHATTAN,40.812964,-73.953759,109,7,1084105,1019670060,21303,MN0902
FY2022,"Graphics Service Bureau, Inc.",Stephan D. Steiner,ssteiner@gsbdigital.com,2126843600,48-56 34th Street,Lond Island City,NY,11101,Commercial,Landord,Relocator,98,,,05/06/2020,"29,911.1","67,518.09",0,0,"29,911.1",QUEENS,40.740291,-73.931616,402,26,4003453,4002550001,19901,QN0202
FY2022,Great Performances/Artists As Waitresses Inc,Mindy Birnbaum,mindy.birnbaum@greatperformances.com,2127272424,2417 Third Ave,Bronx,NY,10451,Commercial,"commercial kitchen, caterers",Relocator,345,,,12/11/2020,"14,594.05","44,577.25","1,868.16",0,"12,725.89",BRONX,40.808492,-73.930665,201,8,2000784,2023190100,51,BX0101
FY2022,Greenfelds LLC,Joseph Freund,officegreenfelds.com,7188559368,632-644 Parkside Avenue,Brooklyn,NY,11226,Commercial,Back Office,IDA,29,,,10/27/2015,"14,389.27","87,341.2","1,952.2",0,"12,437.07",BROOKLYN,40.656131,-73.952145,309,40,3116054,3050570021,820,BK1701
FY2022,Greenpoint Avenue Realty LLC,Gina Argento,ginabws@gmail.com,7183499146,370 Greenpoint Avenue,Brooklyn,NY,11222,Manufacturing,Film studio productions,ICIP,2,,,11/03/2014,"42,851.8","307,638.94",0,0,"42,851.8",BROOKLYN,40.732015,-73.944744,301,33,3065233,3025830012,57902,BK0101
FY2022,Grimm Ales LLC,Lauren Grimm,infor@grimmales.com,4093700422,990 Metropolitan Avenue,Brooklyn,NY,11211,Manufacturing,Manufacturer of beer that are produce and brew in kegs and cans of Artisan Beer for distribution in Brooklyn,IDA,2,,,06/05/2018,"37,661.63","71,157.66","2,395.62",0,"35,266.01",BROOKLYN,40.714488,-73.936293,301,34,3070374,3029180007,481,BK0104
FY2022,Gustav Restoration LLC,Karin Geiger-Hill,karingh@gustavrestoration.com,3478706114,19-60 45th Street,Queens,NY,11105,Manufacturing,"construction fabrication, roofing, metal, skylights",Relocator,40,,,03/11/2016,"7,480.72","42,431.73",0,0,"7,480.72",QUEENS,40.775199,-73.897862,401,22,4015228,4007880055,12301,QN0101
FY2022,"HALE & HEARTY SOUPS, LLC",Simon Jacobs,sjacobs@haleandhearty.com,2122552400,75 NINTH AVENUE,New York,NY,10011,Manufacturing,MFG. WHS. OF SOUPS,ICIP,38,,,02/11/2010,778.98,"58,759.41",778.98,0,0,MANHATTAN,40.741876,-74.004713,104,3,1012541,1007130001,83,MN0401
FY2022,Hall Street Storage LLC,Barbara Kaufman,barbarak@hkorg.com,7186874015,12-38 HALL STREET,Brooklyn,NY,11205,Wholesale/Warehouse/Distribution,"Cold storage, dry storage warehouse",ICAP,21,,,07/08/2014,"92,212.92","485,520.42",0,0,"92,212.92",BROOKLYN,40.6972,-73.966663,302,35,3334438,3018750014,211,BK0203
FY2022,HALMARK ARCHITECTUAL FINISHING,Rachael Lazarus,rachel@halmarkarchitectural.com,7182721831,1768 DEAN STREET,Brooklyn,NY,11232,Commercial,Manufacturer of architectrual paint for metals,IDA,40,,,07/17/2015,"13,480.93","102,499.22","8,356.82",0,"5,124.11",BROOKLYN,40.675739,-73.929173,308,36,3035818,3013490021,307,BK0802
FY2022,"HALO  Recognition, Inc",Kristy Grippo,kristy.grippo@halo.com,7186098120,"30-30 47th Avenue, Suite #630",Long Island City,NY,11101,Wholesale/Warehouse/Distribution,Distribute promotional products,Tenant,93,,,06/05/2020,"1,938.76","6,977.52",0,0,"1,938.76",QUEENS,40.743168,-73.936568,402,26,4003540,4002820001,19902,QN0202
FY2022,Hana Makgeolli LLC,John Limb,john@hanamakgeolli.com,3472929422,201 Dupont Street,Brooklyn,NY,11222,Manufacturing,Manufacturer of Korean Rice Wine,ICAP,8,,,12/02/2021,"1,705.28","4,409.05",496.09,0,"1,209.19",BROOKLYN,40.736247,-73.951315,301,33,3319900,3024890045,57901,BK0101
FY2022,"Harry Brainum Jr., Inc.",Gail Brainum,gbrainum@hbsteel.com,7183894080,360 McGuinness Blv./237 Freeman St,Brooklyn,NY,11222,Manufacturing,,ICIP,21,,,04/03/2018,"3,530.65","27,433.64",0,0,"3,530.65",,,,,,,,,
FY2022,"Hi Tech Metals, Inc.",Jay Valentino,justyjay47@alo.com,7188941212,59-20 56th Avenue,Maspeth,NY,11378,Manufacturing,Specializes custom architecual metal,Tenant,114,,,07/17/2019,"30,601.66","103,755.11",0,0,"30,601.66",QUEENS,40.725308,-73.907795,405,30,4059963,4026890019,531,QN0501
FY2022,"Hindustan Granites, Inc.",Babureddy  Mareddy,babu@hgstones.com,7183836708,280 Johnson Avenue,Brooklyn,NY,11206,Manufacturing,Mfg. of Granite & Stones,IDA,22,,,07/06/2011,"2,686.66","102,968.62",0,0,"2,686.66",BROOKLYN,40.707138,-73.937331,301,34,3325872,3030730035,485,BK0104
FY2022,"HIRD/BLAKER, INC.",Cliff Blaker,cblaker@millerblaker.com,7186650500,620 EAST 132ND STREET,Bronx,NY,10454,Manufacturing,Architectural woodworking,ICAP,52,,,02/10/2010,"8,159.99","348,047.9","1,382.21",0,"6,777.78",BRONX,40.802366,-73.918986,201,8,2117310,2025430040,1903,BX0101
FY2022,HI-TECH RESOURCE RECOVERY,MICHAEL SIRISI,tnt71@mrtcarting.com,7183660834,492 Scholes Street,Brooklyn,NY,11237,Commercial,"recycling cardboard, plastics & metal",ICIP,14,,,03/09/2009,-425.6,"491,632.84",0,0,-425.6,BROOKLYN,40.711376,-73.927934,301,34,3070560,3029690014,44902,BK0104
FY2022,Hospice of New York LLC,Brad Markowitz,brad.markowitz@hospiceny.com,7184721999,30-30 47th Avenue,Long Island City,NY,11101,Commercial,Back Office,Tenant,36,,,11/03/2020,"9,376.69","18,159.02",0,0,"9,376.69",QUEENS,40.743168,-73.936568,402,26,4003540,4002820001,19902,QN0202
FY2022,"House of Spices (India), Inc",Ashwin  Shah,ashwinshah@houseofspicesindia.com,7185074600,57-07 49th Place,Queens,NY,11368,Manufacturing,spices and east Asian culinary goods,ICAP,37,,,07/14/2017,"15,957.66","88,260.78",0,0,"15,957.66",QUEENS,40.721144,-73.919543,405,30,4462230,4026030068,219,QN0501
FY2022,"Hudson Moving & Storage Co., Inc.",Anne Whitman,whitmananne@icloud.com,2126784862,659-665 W. 158th Street,New York,NY,10032,Wholesale/Warehouse/Distribution,Moving and storage,IDA,16,,,01/18/2012,933.73,"17,100.32",0,0,933.73,MANHATTAN,40.835992,-73.947509,112,7,1063299,1021350056,247,MN1201
FY2022,"HUSH Studios, Inc.",David Schwarz,info@heyhush.com,7184221537,"141 Flushing Ave, Bldg 77, #602",Brooklyn,NY,11205,Commercial,Graphic design,Tenant,14,,,03/21/2019,"4,069.08","14,018.84",0,0,"4,069.08",BROOKLYN,40.697858,-73.970987,302,33,3335143,3020230001,543,BK0261
FY2022,"Hydromx, Inc.",Michael Butigian,mikeb@hydromx.us,9174406066,217-86 98th Ave,Queens Village,NY,11429,Manufacturing,heat transfer fluid for HVAC industry,Tenant,2,,,06/07/2019,475.83,"1,626.62",475.83,0,0,QUEENS,40.716469,-73.738132,413,27,4617594,4107650025,568,QN1303
FY2022,IDK Cooling Corp,Frank Coolney,frank@IDKcoolingcorp.com,7189377623,30-00 47TH AVENUE #660,Long Island City,NY,11101,Manufacturing,HVAC,Tenant,25,,,10/05/2020,"1,460.88","3,259.36",0,0,"1,460.88",QUEENS,40.743281,-73.937514,402,26,4436702,4002830022,19902,QN0202
FY2022,"IDL Communications and Electric, Inc",Maureen King,mking@idlelectric.com,7184429099,"850 Third Ave, #408",Brooklyn,NY,11232,Commercial,Electrical Contractors,Tenant,89,,,02/12/2020,577.37,"2,711.36",0,0,577.37,BROOKLYN,40.658518,-74.003327,307,38,3009889,3006710001,1802,BK0702
FY2022,IEH CORPORATION,ROBERT KNOTH,bob@iehcorp.com,7184929673,140 58TH STR. BLD.B UNIT 8E&8F,Brooklyn,NY,11220,Manufacturing,MGF ELECTRIC COMPONENTS,Tenant,117,,,07/03/2013,"9,462.68","192,454.81",0,0,"9,462.68",,,,,,,,,
FY2022,"Ikea Holding U.S., Inc.",Claude Boisvert,claude.boisvert@ingka.ikea.com @ikea.com,6464717801,586 Gulf Avenue,Staten Island,NY,10314,Wholesale/Warehouse/Distribution,fulfillment center,ICAP,475,,,02/07/2020,"87,647.76","256,152.46",0,0,"87,647.76",STATEN IS,40.61587,-74.179127,502,50,5166782,5017600001,29102,SI0204
FY2022,Imvela Corp.,Kunal Malkani,kunal@kingdomsupercultures.com,9149536951,"141 Flushing Ave, Bldg 77, Suite 907",Brooklyn,NY,11205,Commercial,Biotechnology R&D to develop new products,Tenant,13,,,10/19/2021,"10,475.49","20,263.25",0,0,"10,475.49",BROOKLYN,40.697858,-73.970987,302,33,3335143,3020230001,543,BK0261
FY2022,"Inner Gaze Furniture Designs, Inc.",Celia de Campo,celia@innergaze.com,7183848276,148 Hinsdale Street,Brooklyn,NY,11207,Manufacturing,"furniture and cabinet woodworking, millwork, doors",ICAP,5,,,04/22/2019,"6,957.41","24,593.02",0,0,"6,957.41",BROOKLYN,40.671779,-73.900666,305,37,3326823,3037150025,1144,BK0502
FY2022,Insek Design,Ashira Israel,ashira@insekdesign.com,3473518915,1102 Atlantic Avenue,Brooklyn,NY,11238,Manufacturing,"Cast concrete, wood and metal furniture",Tenant,1,,,10/21/2016,151.52,"2,534.81",0,0,151.52,BROOKLYN,40.679518,-73.956819,308,35,3027572,3011260029,305,BK0802
FY2022,Iron Mountain,Dan Anninos,dionysios.anninos2@ironmountain.com,6175352824,33-20 48 Ave,Long Island City,NY,11101,Wholesale/Warehouse/Distribution,Storage of fine arts and fine arts services.,Relocator,42,,,08/06/2014,"34,858.7","319,023.64",0,0,"34,858.7",QUEENS,40.740775,-73.932182,402,26,4003456,4002550023,19901,QN0202
FY2022,Italian Food Philosophy LLC,Michele Maturo,mmaturo@dellariacaffe.com,6468128221,232 111th Street,New York,NY,10029,Manufacturing,,ICAP,1,,,08/09/2021,"3,581.3","4,557.03","1,119.63",0,"2,461.67",,,,,,,,,
FY2022,J & B Realty LLC,Jeremy Gruman,jeremy@galwein.com,7187845210,11-20 43rd Rd,Queens,NY,11101,Wholesale/Warehouse/Distribution,Warehouse and distribute wire cable communication products,IDA,30,,,11/02/2017,"1,605.65","21,851.66",0,0,"1,605.65",QUEENS,40.750848,-73.948587,402,26,4005214,4004450001,1903,QN0201
FY2022,"J & J Johnson General Contracting Co., Inc.",Joe Galea,joe@jandjjohnson.com,7183923033,42-26 13th Street,Queens,NY,11101,Manufacturing,Furniture and wooden cabinets,IDA,31,,,02/07/2012,"6,421.99","78,939.32",0,0,"6,421.99",QUEENS,40.751745,-73.9458,402,26,4005277,4004580090,1903,QN0201
FY2022,"J&S LICATA BROTHERS, INC",Joseph Licata,bakerboy@optonline.net,7188056924,89-31 129TH STREET,Queens,NY,11418,Commercial,WHOLESALE BAKERY,ICIP,20,,,04/26/2011,"10,114.27","211,250.53","3,048.32",0,"7,065.95",QUEENS,40.699206,-73.821995,409,29,4196791,4093550036,14202,QN0902
FY2022,"J. Crew Group, Inc.",Robert Chichester,robert.chichester@jcrew.com,2122095692,30-30 47fth Avenue,Long Island City,NY,11101,Wholesale/Warehouse/Distribution,Specialty distributor,Tenant,160,,,08/05/2020,"19,659.44","54,702.9",0,0,"19,659.44",,,,,,,,,
FY2022,Jacques Torres Manufacturing LLC,Jacques  Torres,jacques@mrchocolate.com,2124142462,140 58th Street,Brooklyn,NY,11220,Manufacturing,chocolates and bakery products,Tenant,23,,,07/03/2013,"2,962.15","43,720",243.16,0,"2,718.99",BROOKLYN,40.645338,-74.022864,307,38,3414976,3057780001,1804,BK0702
FY2022,Japanese Food Depot LLC,Yin Guan Chen,JFDUSA8@yahoo.com,7184454010,31-45 Downing Street,Flushing,NY,11354,Wholesale/Warehouse/Distribution,fresh and frozen seafood,IDA,15,,,05/03/2016,"38,312","201,038.96",0,0,"38,312",QUEENS,40.767332,-73.835629,407,20,4100767,4044060009,869,QN0707
FY2022,Jenna Gang Photography,Jenna Gang,contact@jennagang.com,3013286017,"9-03 44th Road, #12B",Long Island City,NY,11101,Manufacturing,Photo Studio,Tenant,1,,,09/03/2021,682.75,839.09,0,0,682.75,QUEENS,40.749782,-73.951854,402,26,4005252,4004510001,1903,QN0201
FY2022,"JetBlue Airways, Corp.",Dave Barger,William.Paglia@JetBlue.com@Jetblue.com,718-286-79,27-01 Bridge Plaza North,Long Island City,NY,11101,Other,Back Office,City/State,"3,878",,,12/04/2013,"674,838.23","7,068,714.21",0,0,"674,838.23",QUEENS,40.750561,-73.939315,401,26,4005016,4004160010,3301,QN0105
FY2022,"JetBlue Airways, Corp.",Dave Barger,William.Paglia@JetBlue.com@Jetblue.com,718-286-79,27-01 Bridge Plaza North,Long Island City,NY,11101,Other,Back Office,IDA,880,,,06/04/2013,"63,942.68","709,781.72",0,0,"63,942.68",QUEENS,40.750561,-73.939315,401,26,4005016,4004160010,3301,QN0105
FY2022,Jetro Cash & Carry Enterprises LLC,RICHARD KIRSCHNER,rkirschner@jetrord.com,7187628700,17-10 Whitestone Expressway,Queens,NY,11357,Wholesale/Warehouse/Distribution,WHSL PROVIDER OF FOOD,IDA,240,,,06/04/2012,"124,442.44","1,125,857.51",0,0,"124,442.44",QUEENS,40.783774,-73.825152,407,19,4617602,4041480078,945,QN0701
FY2022,Jewel Street Realty LLC,Gina Argento,ginabws@gmail.com,7183499146,203 Meserole Ave,Brooklyn,NY,11222,Manufacturing,movie studios & production,ICAP,5,,,02/03/2021,"41,150.96","74,331.94",0,0,"41,150.96",BROOKLYN,40.728643,-73.948045,301,33,3065441,3026020024,573,BK0101
FY2022,Josiah McElheny Studio,Josiah McElheny,josiahmcstudio@yahoo.com,7188550154,"1102 Atlantic Avenue, Unit 2F",Brooklyn,NY,11238,Manufacturing,"Art and sculptor,",Tenant,3,,,10/20/2016,"7,851.65","40,889.18","3,778.11",0,"4,073.54",BROOKLYN,40.679518,-73.956819,308,35,3027572,3011260029,305,BK0802
FY2022,Jouffre Inc.,Romain Jouffre,Romain@Jouffre.com,7183616229,42-26 13th Street,Long Island City,NY,11101,Manufacturing,Manufacture Upholstery & Furniture,ICAP,30,,,03/09/2022,670.41,"3,241.98",0,0,670.41,QUEENS,40.751745,-73.9458,402,26,4005277,4004580090,1903,QN0201
FY2022,K Line Logistics (USA) Inc,Joseph Carni,joseph-c@us.klinelogistics.com,7188073200,"145-68 228th Street, Unit 2",Queens,NY,11413,Wholesale/Warehouse/Distribution,Freight forwarding and warehousing,Tenant,33,,,08/14/2014,"3,792.28","34,683.58",0,0,"3,792.28",QUEENS,40.660713,-73.752361,413,31,4612085,4134750016,690,QN1306
FY2022,"K. K. Machine Company, Inc.",Karel Hajek,kkmachine@usa.com,7184461556,69-34 51st  Avenue,Queens,NY,11377,Manufacturing,Mfg landing gear,ICIP,12,,,07/21/2011,"8,444.66","169,419.77",0,0,"8,444.66",QUEENS,40.735419,-73.894885,402,26,4056501,4024570010,489,QN0203
FY2022,Kamco Supply Corp.,Raymond Barter,rbarter@kamco.com,7187681234,80 21st Street,Brooklyn,NY,11232,Wholesale/Warehouse/Distribution,building material supply distributor,ICAP,132,,,12/11/2020,"22,620.22","48,244.64",0,0,"22,620.22",BROOKLYN,40.664408,-73.998432,307,38,3009123,3006350100,1801,BK0702
FY2022,KAS PRODUCTION CENTER LLC,Hal G. Rosenbluth,,7187299288,34-37 36TH STREET,Queens,NY,11106,Manufacturing,Film & Television,City/State,29,,,06/04/2010,"5,340.34","274,230.44",0,0,"5,340.34",QUEENS,40.757169,-73.923756,401,26,4538647,4006440045,57,QN0103
FY2022,"Katiroll Company LLC, The",Payal Saha,renuka@thekatirollcompany.com,2127306740,620-630 Gerard Place,Bronx,NY,10018,Manufacturing,Indian street food,Relocator,9,,,09/14/2016,"9,642.03","64,889.25","1,400.54",0,"8,241.49",,,,,,,,,
FY2022,KAUFMAN Astoria Studios,Tracy Capune,tracy@kaufmanastoria.com,7183925600,34-12 36TH STREET,New York,NY,11101,Commercial,MFG. (COMMUNICATIONS),ICAP,40,,,06/04/2020,"103,562.43","135,722.59",0,0,"103,562.43",QUEENS,40.757444,-73.92356,401,26,4009635,4006430001,57,QN0103
FY2022,"Kickstarter, PBC",Perry  Chen,Finance@kickstarter.com,3478154501,58 Kent St,Brooklyn,NY,11222,Commercial,Internet fundraising,ICAP,123,,,12/01/2017,"9,378.21","61,648.1",0,0,"9,378.21",BROOKLYN,40.730473,-73.958839,301,33,3337019,3025570007,565,BK0101
FY2022,Kingsland 359 LLC,Gina Argento,ginabws@gmail.com,7183499146,270-294 Monitor Street/359-381 Kingsland Avenue,Brooklyn,NY,11222,Manufacturing,Film studio and production,ICAP,5,,,07/02/2015,"37,345.42","270,276.04",0,0,"37,345.42",,,,,,,,,
FY2022,"Kintetsu World Express (U.S.A.), Inc.",Thomas Smith,tom.smith@am.kwe.com,5168062504,"145-68 228th Street, Unit 1",Queens,NY,11413,Wholesale/Warehouse/Distribution,Freight forwarding and warehousing,Tenant,32,,,07/17/2015,"11,078.9","74,129.55",0,0,"11,078.9",QUEENS,40.660713,-73.752361,413,31,4612085,4134750016,690,QN1306
FY2022,Kitchen Commons Inc,Bella Karakis,bella@eterrakitchen.com,8663837721,"2191 3rd Ave, 3rd Fl & 4R",New York,NY,10035,Manufacturing,manufacturing perishable prepared foods,IDA,4,,,10/13/2021,"7,850.15","10,726.27",994.26,0,"6,855.89",MANHATTAN,40.800174,-73.93837,111,8,1054554,1017840004,194,MN1102
FY2022,KLEIN REID L.L.C,DAVID REID,kr@kleinreid.com,7189373828,1155-1205 Manhattan Avenue,Brooklyn,NY,11222,Manufacturing,produces hand-craft goods and prints for home.,Tenant,2,,,09/30/2021,"1,753.27","2,891.72",0,0,"1,753.27",BROOKLYN,40.738113,-73.955453,301,33,3404803,3024720350,56302,BK0101
FY2022,Kleins Naturals Ltd.,Robert Morel,cityonere@aol.com,7183490050,4702 Second Ave,Brooklyn,NY,11232,Manufacturing,Mfg. of Nuts,IDA,45,,,11/13/2009,"8,895.52","508,834.79",728.95,0,"8,166.57",BROOKLYN,40.650686,-74.015287,307,38,3250698,3007620035,1803,BK0702
FY2022,"Kopelevich & Feldsherova, PC",Mikhail Kopelevich,mkopelevich@kflawny.com,7183320577,241 37th St. Suite B439,Brooklyn,NY,11237,Commercial,Back Office,Tenant,10,,,12/03/2019,959.33,"3,011.8",0,0,959.33,BROOKLYN,40.6558,-74.008408,307,38,3336906,3006950001,2,BK0702
FY2022,"Krasnyi Oktybar, Inc.",Semyow Kutsura,gvgendel@gmail.com,7188586720,60 20th Street,Brooklyn,NY,11232,Wholesale/Warehouse/Distribution,Commercial Imports and distributor of Ethnic foods from Eastern Europe,IDA,17,,,04/12/2018,"13,318.42","55,357.82",0,0,"13,318.42",BROOKLYN,40.665171,-73.998144,307,38,3336798,3006350010,1801,BK0702
FY2022,"KRINOS FOODS, INC.",Eric Moscahlaids,ericm@Krinos.com,7186876262,1734 Bathgate Ave.,Bronx,NY,10457,Manufacturing,MFG. CANNED GOODS,IDA,86,,,07/29/2016,"80,560.31","392,290.58",0,0,"80,560.31",BRONX,40.842915,-73.899225,203,15,2128552,2029220002,165,BX0302
